Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Total Rooms,Bedrooms,Floors,Total Floors,Basement(kelder),Attic(zolder),Loft(vliering),Energy label,Position,Garden,Estimated neighbourhood price per m2
Dopheide 6,Leiden,485000,134,128,1976,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,2885
Wilhelmipark 30,Valkenswaard,400000,247,163,1958,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,8,6,3 woonlagen,3,0,0,0,C,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,312
Prins Hendrikstraat 94,IJmuiden,400000,55,109,2012,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,4,2,3 woonlagen,3,0,0,0,A,"Aan rustige weg, in woonwijk en open ligging",,278
Kromme Slagen 7,Breda,565000,249,157,1993,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een vliering,2,0,0,1,B,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zonneterras",3155
Schipsweg 3,Hattem,535000,1075,108,1926,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,2,2 woonlagen,2,0,0,0,E,"Aan rustige weg, open ligging en vrij uitzicht",Tuin rondom,410
Visserstraat 28,Steenbergen (NB),249000,46,81,1994,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,B,In centrum,,394
Petrarcalaan 2,Utrecht,785000,130,130,1951,Bestaande bouw,"Eengezinswoning, hoekwoning",Schilddak bedekt met pannen,5,4,3 woonlagen en een kelder,3,1,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,436
Molendijk 88,Nieuwe-Tonge,475000,922,147,1923,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,F,Vrij uitzicht,Tuin rondom,209
Waelstedelanden 30,Enschede,569000,390,153,1989,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,6,4,2 woonlagen en een zolder,2,0,1,0,B,"Aan bosrand, aan rustige weg en in woonwijk","Achtertuin, tuin, zijtuin en zonneterras",329
Bosboom Toussaintlaan 3,Heemstede,995000,263,167,1927,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,D,Aan rustige weg,Patio/atrium en zijtuin,431
Avestein 34,Oss,375000,253,145,1996,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak,4,3,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,
Van Oosten de Bruijnstraat 53,Haarlem,550000,120,108,1936,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak,6,4,3 woonlagen,3,0,0,0,G,In woonwijk en vrij uitzicht,Achtertuin en tuin,194
Rubenslaan 74,Bergschenhoek,425000,116,114,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak,5,4,3 woonlagen,3,0,0,0,B,In woonwijk,Achtertuin en tuin,4155
Bernhardplaats 38,Hellevoetsluis,350000,150,114,1976,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,1175
Marga Klompéstraat 16,IJsselstein,365000,71,103,1997,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met pannen,4,2,3 woonlagen,3,0,0,0,B,"Aan rustige weg, in woonwijk en vrij uitzicht",tuin en zijtuin,138
Koningin Juliastraat 16,Bergeijk,398000,374,98,1955,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,8,3,3 woonlagen,3,0,0,0,C,In centrum en in woonwijk,Achtertuin en tuin,840
Ligusterstraat 35 C,Amersfoort,490000,496,121,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,A,In woonwijk,Achtertuin en tuin,2305
Elzenstraat 8,Vianen (UT),539000,294,180,1970,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6,4,2 woonlagen en een zolder,2,0,1,0,D,In woonwijk,Achtertuin en tuin,2900
Huygensdreef 19,Leiderdorp,550000,176,141,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,138
Scheuningskamp 4,Beilen,525000,479,137,1993,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",9415
Tiendmaatweg 25,'t Harde,325000,225,92,1953,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,3,2 woonlagen en een vliering,2,0,0,1,D,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zonneterras",2595
Zonnedauw 10,Mierlo,325000,165,115,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,3,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,9575
Stationsweg 8,Oosterbeek,1795000,1476,442,1887,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,11,6,3 woonlagen en een kelder,3,1,0,0,G,In centrum,Tuin rondom,119
Brahmsstraat 31,Zevear,399000,447,139,1970,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,E,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",4215
Van de Spiegelstraat 57,Vlissingen,325000,106,156,1933,Bestaande bouw,"Eengezinswoning, tussenwoning",Schilddak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin,286
Smaragd 35,Mijdrecht,450000,151,127,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,"Aan park, aan rustige weg en in woonwijk",Achtertuin en tuin,3575
Zwanenrecht 5,Assendelft,625000,200,162,2008,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,564
Prins Bernhardstraat 49,Everdingen,645000,470,167,2001,Bestaande bouw,"Landhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,"Aan rustige weg, in woonwijk, landelijk gelegen en vrij uitzicht",Achtertuin en tuin,
Zanderijweg 76,Apeldoorn,469000,410,108,1929,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,F,Aan rustige weg en in woonwijk,"Achtertuin, tuin, zijtuin en zonneterras",636
Geneesherenhof 35,Oss,600000,214,188,2016,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin,2525
Vissersdijk 45,Enkhuizen,325000,90,72,1989,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,3,2,2 woonlagen en een vliering,2,0,0,1,B,"Aan rustige weg, landelijk gelegen, open ligging en vrij uitzicht",Achtertuin,3533
Prins Bernhardlaan 161,Veenendaal,350000,136,126,1920,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin en tuin,213
Rondweg 2 b,Schuinesloot,900000,837,383,2014,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,6,5,2 woonlagen en een zolder,2,0,1,0,A,Aan rustige weg en landelijk gelegen,Tuin rondom,405
De Hennepe 381,Tiel,350000,193,141,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7,6,3 woonlagen,3,0,0,0,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en tuin,2125
Kooilaan 17,Leiden,615000,97,143,1910,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,2,3 woonlagen,3,0,0,0,C,Beschutte ligging en in woonwijk,Achtertuin,6355
Snekermeer 19,Zaandam,385000,113,127,1974,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,E,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht",Achtertuin en tuin,619
Molenweg 51,Oostne,699000,525,136,1910,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,B,"Aan rustige weg, buiten bebouwde kom en vrij uitzicht","Achtertuin, tuin en zijtuin",805
Van Limburg Stirumstraat 3,Warmond,625000,112,129,2019,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A+,"Aan park, aan rustige weg en in woonwijk",Achtertuin,184
Bolero 125,Zwijndrecht,375000,194,119,1997,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,3,2 woonlagen en een zolder,2,0,1,0,B,In woonwijk,"Achtertuin, tuin en zijtuin",860
Oude-Hoofdvaartsweg 25,Assen,625000,1605,125,1937,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,G,Aan rustige weg en aan vaarwater,"Achtertuin, tuin en zonneterras",1455
Ten Holtheweg 3 A,Steenwijkerwold,535000,792,166,2004,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,9,4,2 woonlagen en een zolder,2,0,1,0,A,"Aan bosrand, beschutte ligging en in bosrijke omgeving","Achtertuin, tuin en zijtuin",17
Weidestraat 4,Apeldoorn,299000,193,87,1933,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,F,Aan rustige weg en in woonwijk,Achtertuin,38
Derpsestraat 21,Deurne,599000,651,202,1970,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,4,2 woonlagen en een zolder,2,0,1,0,C,Aan rustige weg en in woonwijk,Tuin rondom,609
De Buiskap 14,Dronten,269500,116,113,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,4,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin,975
Jacob Roggebroodsteeg 15,Gorinchem,320000,33,72,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,3,1 slaapkamer),3 woonlagen,3,0,0,0,E,Aan rustige weg en in centrum,,3725
Postelse Hoeflaan 104,Tilburg,300000,154,125,1959,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder met vliering,2,0,1,1,D,In woonwijk,Achtertuin en tuin,12425
Potgieterstraat 19,Putten,395000,199,116,1970,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,4,3 woonlagen,3,0,0,0,C,"Aan rustige weg, in bosrijke omgeving, in woonwijk en open ligging",Achtertuin en tuin,628
Kardeel 7,Zeewolde,625000,197,187,2006,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6,4,3 woonlagen en een kelder,3,1,0,0,A,"Aan park, aan rustige weg, aan vaarwater, aan water en vrij uitzicht",tuin en zonneterras,497
Weezenhof 6724,Nijmegen,395000,201,142,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,D,In woonwijk,Achtertuin en tuin,3585
Lonnekerspoorlaan 282,Enschede,700000,219,195,2013,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,7,4,4 woonlagen,4,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,255
Keizerstraat 6,Doetinchem,980000,109,335,1990,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,9,7,2 woonlagen en een zolder,2,0,1,0,B,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",
Herman Heijermansstraat 46,Vleuten,465000,133,109,1967,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,4,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,761
De Haal 100,Oostzaan,1795000,312,130,2007,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,4,3,2 woonlagen,2,0,0,0,A,"Aan water, buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,167
Magnoliahof 31,Den Bosch,550000,62,161,1999,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lesseardak,6,4,4 woonlagen,4,0,0,0,B,In woonwijk,,214
Buinerdiep 16,Zaandam,395000,129,98,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen,2,0,0,0,C,Beschutte ligging en in woonwijk,Achtertuin en tuin,619
Potgieterstraat 19,Putten,395000,199,116,1970,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6,4,3 woonlagen,3,0,0,0,C,"Aan rustige weg, in bosrijke omgeving, in woonwijk en open ligging",Achtertuin en tuin,628
Zwolseweg 396,Wenum Wiesel,650000,2125,103,1919,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,4,3,2 woonlagen,2,0,0,0,C,Landelijk gelegen,"Achtertuin, tuin rondom, tuin en zijtuin",330
Beerze 43,Wijk bij Duurstede,459000,235,114,1982,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,4 woonlagen,4,0,0,0,B,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, zijtuin en zonneterras",1565
Willem de Zwijgerlaan 143,Woudenberg,525000,265,116,1965,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,B,,"Achtertuin, tuin en zijtuin",299
Oorgat 3 D,Edam,1295000,430,190,2005,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,A,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht",Tuin rondom en zonneterras,2725
Speenkruid 26,Beilen,335000,275,125,1988,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zonneterras",9415
Ridder Vosstraat 12,Geleen,445000,426,155,1950,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7,5,3 woonlagen en een kelder,3,1,0,0,C,"Aan bosrand, aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en tuin,4345
Atalantaberm 21,Houten,450000,120,112,1991,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak,5,4,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,,585
Berg en Dalseweg 106,Nijmegen,950000,254,245,1895,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking en pannen,7,5,3 woonlagen en een kelder,3,1,0,0,D,Aan drukke weg en in woonwijk,Achtertuin en tuin,401
Mr Harm Smeengestraat 12,Ruinen (Gem De Wolden),569000,578,180,1989,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,3,2 woonlagen,2,0,0,0,B,Aan rustige weg en in centrum,Tuin rondom,2675
Den Otterleede 28,Barendrecht,450000,150,126,2012,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,A+,Aan rustige weg en in woonwijk,Achtertuin en tuin,1785
Bachstraat 30,Elst (GE),425000,243,140,1968,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3,2,2 woonlagen en een zolder,2,0,1,0,E,Aan rustige weg en in woonwijk,Achtertuin en tuin,475
Keerenderkerkweg 30,Stein,400000 von,242,156,1937,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,3,3 woonlagen en een kelder,3,1,0,0,C,Aan rustige weg en in woonwijk,Achtertuin,3225
Hoefstraat 26,Heijen,489000,380,191,1976,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,3,"2 woonlagen, een vliering en een kelder",2,1,0,1,B,In bosrijke omgeving en in woonwijk,Achtertuin en tuin,157
Coeshoeck 9,Emmeloord,257500,152,126,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,132
Stoeiing 1,Sterksel,650000,3,138,1936,Bestaande bouw,"Landhuis, vrijstaande woning",Schilddak bedekt met pannen,5,3,3 woonlagen en een kelder,3,1,0,0,G,"Aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,950
Berlaarstraat 369,Amsterdam,500000,142,93,1994,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4,3,2 woonlagen,2,0,0,0,B,In woonwijk,Achtertuin,1404
Vedergraslaan 46,Vleuten,519000,119,141,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6,4,3 woonlagen,3,0,0,0,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,614
Van Uytrechtlaan 22,Castricum,695000,280,134,1974,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen,2,0,0,0,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",206
Cliviastraat 9,Den Haag,675000,170,147,1948,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,7,5,3 woonlagen en een vliering,3,0,0,1,E,Aan rustige weg en in woonwijk,Achtertuin en tuin,4495
Hof van Plettenburg 42,Nieuwegein,589000,114,146,2017,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin,510
Zadelmakersdonk 534,Apeldoorn,325000,179,126,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,516
Brouwershavenstraat 11,Berkel en Rodenrijs,425000,139,102,2004,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4,3,2 woonlagen,2,0,0,0,A,In woonwijk,Achtertuin en tuin,2395
Enterij 29,Boskoop,525000,205,109,1990,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,Aan water en vrij uitzicht,Achtertuin en tuin,1975
Fuik 43,Monnickendam,400000,173,139,1974,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,D,Aan rustige weg en in woonwijk,Achtertuin,1665
Klinkenkampweg 10,Norg,315000,266,95,1957,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,3,3 woonlagen,3,0,0,0,E,"Aan bosrand, aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en tuin,331
van Achteveltstraat 36,Zutphen,245000,188,84,1963,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,5,3,2 woonlagen en een zolder,2,0,1,0,G,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,145
Doyennéperenlaan 27,Vleuten,489000,137,112,2004,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met metaal en pannen,5,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,5035
Woestduinlaan 83,Doorn,1500000,2239,242,1966,Bestaande bouw,"Bungalow, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,5,4,1 woonlaag en een kelder,1,1,0,0,C,"Aan bosrand, aan rustige weg, in woonwijk en vrij uitzicht",Tuin rondom,5392
Zandstraat 14,Culemborg,400000,132,236,1900,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7,4,3 woonlagen,3,0,0,0,D,In centrum,Zonneterras,3229
De IJzeren pot 37,Beusichem,450000,127,149,2019,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin en tuin,2755
Prickwaert 58,Sliedrecht,350000,152,118,1972,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,D,In woonwijk en open ligging,Achtertuin,860
Hillsestraat 19 a,Babyloniënbroek,780000,2879,138,1994,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met riet,7,5,2 woonlagen en een zolder,2,0,1,0,B,"Aan rustige weg, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, tuin rondom en tuin",300
De Haer 4,Oosterwolde (FR),425000,637,143,1965,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met pannen,5,3,2 woonlagen,2,0,0,0,C,Aan rustige weg en in woonwijk,Tuin rondom,335
Witte Baan 16,Prinsenbeek,375000,180,105,1969,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,D,Aan rustige weg en in woonwijk,Achtertuin en tuin,11035
Rijksstraatweg 101,Olst,735000,579,171,1918,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,6,4,"2 woonlagen, een zolder en een kelder",2,1,1,0,E,Aan water en landelijk gelegen,Tuin rondom,515
Delftlaan 227,Haarlem,795000,153,146,1937,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7,5,3 woonlagen en een zolder,3,0,1,0,B,In woonwijk,Achtertuin,1495
Rooijsestraat 77,Dreumel,275000,163,104,1962,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Plat dak,5,3,2 woonlagen,2,0,0,0,F,Aan rustige weg en in centrum,tuin en zijtuin,
Waterwijzer 102,Lelystad,325000,111,101,2016,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,A+,Aan rustige weg en in woonwijk,Achtertuin,445
Koekoeklaan 8,Leidschendam,1575000,776,271,1968,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met pannen,7,5,2 woonlagen,2,0,0,0,B,Aan rustige weg en in woonwijk,Tuin rondom,1465
Laanderhof 13,Berghem,439000,230,159,1976,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak,6,3,3 woonlagen,3,0,0,0,A+,In woonwijk,Achtertuin en tuin,4285
Professor Zeemanstraat 19,Zandt,698000,237,134,1975,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,3,3,2 woonlagen,2,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,288
Beciusstraat 13,Oost-Souburg,265000,275,92,1930,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een vliering,2,0,0,1,D,In centrum en in woonwijk,Achtertuin,2075
Decimastraat 30,Leiden,700000,119,147,1906,Bestaande bouw,"Herenhuis, tussenwoning",Dwarskap bedekt met pannen,6,5,3 woonlagen,3,0,0,0,A,"Aan rustige weg, beschutte ligging, in centrum en in woonwijk",Achtertuin,6355
Westerstraat 92,Ruinen (Gem De Wolden),500000,905,143,1935,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een kelder,2,1,0,0,F,In centrum,Tuin rondom,2675
Hongarenburg 121,Den Haag,869500,130,161,2009,Bestaande bouw,"Herenhuis, tussenwoning (split-level woning)",Plat dak bedekt met bitumineuze dakbedekking,6,5,3 woonlagen en een kelder,3,1,0,0,A,Aan rustige weg en in woonwijk,Zonneterras,6485
Kerkstraat 17,Wouwse Plantage,482500,410,123,1954,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,3,"2 woonlagen, een vliering en een kelder",2,1,0,1,D,,Achtertuin,630
Gropiuslijn 32,Zoetermeer,470000,174,147,1987,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak,6,5,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,3175
Stroomrug 9,Cuijk,2500000,1,629,2010,Bestaande bouw,"Villa, vrijstaande woning",Plat dak,13,5,3 woonlagen en een kelder,3,1,0,0,A,"Aan rustige weg, aan vaarwater, aan water, in woonwijk, open ligging en vrij uitzicht","Achtertuin, tuin, zijtuin en zonneterras",6825
Sarmanslaan 6,Alkmaar,395000,208,95,1895,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,5,3,2 woonlagen,2,0,0,0,E,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,22
Dorpsstraat 73,Enschede,325000,255,111,1938,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4,2,2 woonlagen en een zolder,2,0,1,0,F,Aan rustige weg en in centrum,Achtertuin,1895
Westerkade 51,Gouda,465000,131,136,2012,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin,6115
Olieslagersstraat 19,Winschoten,319000,129,122,2019,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en tuin,419
Delfland 21,Purmerend,350000,151,98,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,5175
Fokkerstraat 16,Badhoevedorp,779000,299,163,1957,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,D,Aan rustige weg en in woonwijk,Achtertuin en tuin,1045
