Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Total Rooms,Bedrooms,Floors,Total Floors,Basement(kelder),Attic(zolder),Loft(vliering),Energy label,Position,Garden,Estimated neighbourhood price per m2
De Rank 17,Harskamp,375000,110,125,2009,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,4,3,2 woonlagen en een zolder met vliering,2,0,1,1,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,2065
De Eng 13,'t Goy,359000,175,97,1984,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3,2,2 woonlagen en een zolder,2,0,1,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,275
Meester Kooningsplaats 16,Eindhoven,475000,131,101,2001,Bestaande bouw,"Bungalow, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,4,3,2 woonlagen,2,0,0,0,B,Aan rustige weg en in woonwijk,Patio/atrium,3865
Bovensingel 90,Kampen,325000,120,98,1934,Bestaande bouw,"Eengezinswoning, hoekwoning",Mansarde dak bedekt met pannen,5,3,3 woonlagen,3,0,0,0,D,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,242
Grotestraat 92,Borne,280000,373,92,1937,Bestaande bouw,"Eengezinswoning, hoekwoning",Mansarde dak bedekt met pannen,3,2,2 woonlagen en een zolder,2,0,1,0,D,Aan drukke weg en in centrum,Achtertuin en zonneterras,950
Hietweideweg 64,Twello,500000,313,138,1992,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,B,In woonwijk,Achtertuin en tuin,4035
Langsakker 1,Laren (NH),1495000,1845,215,1931,Bestaande bouw,"Eengezinswoning, geschakelde woning",Lesseardak bedekt met pannen,6,4,2 woonlagen en een kelder,2,1,0,0,D,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",285
Ubachsberg 29,De Meern,395000,118,82,1999,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4,3,2 woonlagen,2,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,934
van Rechterenlaan 3,Grave,389000,282,135,1974,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,6,5,2 woonlagen,2,0,0,0,D,In woonwijk,Achtertuin en tuin,305
Bellefleurstraat 9,Aalsmeer,780000,237,173,2004,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",771
Bremstraat 1,Drunen,300000,206,87,1961,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak,4,3,2 woonlagen,2,0,0,0,D,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",2685
Nieuwe Land 8,Kampen,575000,384,215,2007,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak,7,5,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,3585
Schotlandstraat 52,Almere,500000,117,142,2015,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,4,2 woonlagen en een zolder,2,0,1,0,A++,Aan rustige weg en in woonwijk,Achtertuin,4650
Orlofflaan 66,Barneveld,395000,136,118,2016,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,3,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,4065
Biltseveste 32,Nieuwegein,360000,145,114,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,C,"Aan park, aan rustige weg en in woonwijk",Achtertuin en tuin,3360
Vleutloop 18,Heesch,425000,196,121,2009,Bestaande bouw,"Eengezinswoning, hoekwoning",Lesseardak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,A,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en tuin,1225
Oude Haagweg 709 A,Den Haag,595000,194,156,1992,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6,4,3 woonlagen,3,0,0,0,A,"Aan drukke weg, aan park, in woonwijk, open ligging en vrij uitzicht",Achtertuin,262
Ommelanderwijk 134,Veendam,269500,910,169,1885,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,6,5,2 woonlagen,2,0,0,0,E,Aan drukke weg en vrij uitzicht,"Achtertuin, tuin en zijtuin",104
Breeveen 43,Ede,725000,314,166,2021,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Samengesteld dak bedekt met pannen,6,5,3 woonlagen en een vliering,3,0,0,1,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Tuin rondom,2025
Buinerweg 1,Exloo,500000,27,101,1936,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met pannen,3,2,1 woonlaag en een zolder,1,0,1,0,G,Landelijk gelegen en vrij uitzicht,Tuin rondom,
Emmastraat 46,Angeren,420000,353,137,1972,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,3,3 woonlagen,3,0,0,0,G,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",2275
An Clasi op 't Landtplantsoen 52,Heerhugowaard,445000,164,132,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4,3,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,2895
Het Kasteel 24,Apeldoorn,350000,110,125,1994,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,Aan water en in woonwijk,Achtertuin,6095
Jaagpad 27,Etten-Leur,585000,180,162,2002,Bestaande bouw,"Herenhuis, geschakelde woning (split-level woning)",Plat dak,6,4,3 woonlagen,3,0,0,0,A,Aan water en in woonwijk,Achtertuin,366
Groenplaats 14,Veenendaal,485000,157,142,2021,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin,3937
Bijsselseweg 11 42,Biddinghuizen,199500,195,55,1985,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met metaal,3,2,1 woonlaag,1,0,0,0,D,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk","Achtertuin, tuin en zijtuin",1185
Sweelinckplantsoen 96,Zwijndrecht,335000,105,111,,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin en tuin,132
Regenboog 175,Elst (GE),589000,335,167,2004,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lesseardak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,A,In woonwijk,Achtertuin en tuin,1835
Wouwermanstraat 73,Haarlem,695000,139,134,1920,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,G,In woonwijk,Achtertuin en tuin,2845
Krekelplantsoen 1,Almere,625000,318,161,1995,Bestaande bouw,"Eengezinswoning, geschakelde woning (split-level woning)",Plat dak bedekt met bitumineuze dakbedekking,6,3,3 woonlagen en een kelder,3,1,0,0,A,Aan rustige weg en in woonwijk,Achtertuin,4435
Wilgenlaan 7,Arnhem,250000,131,97,1953,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,3,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,446
Marijkelaan 19,Vlijmen,325000,194,78,1960,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,E,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en tuin,461
Spant 94,Hoorn (NH),265000,134,103,1983,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,5,2 woonlagen en een zolder,2,0,1,0,B,In woonwijk,Achtertuin en tuin,800
Albert Neuhuysstraat 15,Arnhem,525000,181,117,1943,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,4,3 woonlagen en een kelder,3,1,0,0,E,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, tuin en zonneterras",188
Schuytstraat 94,Pernis Rotterdam,375000,237,85,1922,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3,2,3 woonlagen,3,0,0,0,C,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en tuin,488
Waalstraat 30,Nijmegen,390000,154,100,1994,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,908
Exportstraat 5,Boxmeer,225000,232,99,1921,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4,3,2 woonlagen en een vliering,2,0,0,1,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,350
van Heemskercklaan 49,Doorn,499000,231,116,1967,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, tuin en zijtuin",5392
De Buiskap 5,Dronten,225000,116,95,1976,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,4,2 woonlagen,2,0,0,0,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,975
Dorpsstraat 170,Enter,365000,320,185,1973,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een vliering,2,0,0,1,F,In centrum en vrij uitzicht,tuin en zijtuin,1455
Gerard Doggerlaan 51,Den Haag,650000,243,145,2005,Bestaande bouw,"Eengezinswoning, hoekwoning",Mansarde dak bedekt met bitumineuze dakbedekking en pannen,6,5,3 woonlagen,3,0,0,0,A,"Aan rustige weg, aan water, beschutte ligging en in woonwijk",Achtertuin en tuin,546
Buitenbaan 26,Gorinchem,350000,125,107,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3,2,2 woonlagen,2,0,0,0,A,In woonwijk,Achtertuin,2805
Kersenplukkerserf 1,Arnhem,399000,174,140,2005,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,A,In woonwijk,Achtertuin,4725
De Kievit 8,Groenlo,350000,255,135,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,"Achtertuin, tuin en zijtuin",890
Bekerpad 6,Oss,785000,420,157,2018,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,4,2 woonlagen en een zolder,2,0,1,0,A++,Aan rustige weg en in woonwijk,Tuin rondom,128
Malibongwestraat 69,Purmerend,425000,147,106,1992,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,4,2 woonlagen en een zolder,2,0,1,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,7205
Hapseweg 9,Oeffelt,719000,3718,328,1920,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,8,5,2 woonlagen,2,0,0,0,E,"Buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,395
Wepel 58,Annen,300000,526,100,1992,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,6,3,2 woonlagen en een vliering,2,0,0,1,B,In woonwijk,Achtertuin en tuin,344
Hendrik van Cuyklaan 10,Waalre,2175000,2323,330,1960,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,9,5,"2 woonlagen, een vliering en een kelder",2,1,0,1,A,"Aan bosrand, aan rustige weg, beschutte ligging en in bosrijke omgeving","Achtertuin, tuin en zijtuin",651
De Kavelen 10,Waalre,499000,234,127,1985,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en tuin,651
Frederik van Eedenstraat 17,Papendrecht,345000,117,119,1989,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6,5,2 woonlagen en een zolder,2,0,1,0,C,In woonwijk,Achtertuin en tuin,9085
chtegaalstraat 53,Middenbeemster,395000,162,115,1976,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,In woonwijk en vrij uitzicht,Achtertuin en tuin,4265
Maaseikerweg 188,Weert,935000,7785,429,2014,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,14,8,3 woonlagen,3,0,0,0,A,In bosrijke omgeving en vrij uitzicht,"Achtertuin, tuin en zijtuin",305
Zuideinde 6,Abbekerk,875000,1819,340,1875,Bestaande bouw,"Woonboerderij, vrijstaande woning",Tentdak bedekt met pannen,5,3,2 woonlagen,2,0,0,0,Niet verplicht,Aan vaarwater en landelijk gelegen,,1995
Eikenhorstlaan 3,Wassear,1435000,1305,220,1951,Bestaande bouw,"Villa, halfvrijstaande woning",Zadeldak bedekt met pannen,6,5,4 woonlagen,4,0,0,0,D,"Beschutte ligging, in woonwijk en vrij uitzicht","Achtertuin, tuin en zijtuin",745
Statenlaan 20,Helmond,419000,128,150,2001,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin,2735
Houtduif 29,Etten-Leur,325000,137,117,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,514
Bamendaweg 12,Dordrecht,645000,735,112,2000,Bestaande bouw,"Bungalow, vrijstaande woning",Plat dak,6,3,1 woonlaag,1,0,0,0,B,In woonwijk,Tuin rondom,215
Molenweg 12,Liessel,598000,12,218,1915,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met pannen,8,6,2 woonlagen,2,0,0,0,E,,Tuin rondom,2415
Vlierboomstraat 9,Alphen aan den Rijn,399000,145,99,1961,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,Beschutte ligging en in woonwijk,Achtertuin en tuin,154
Kruisakker 18,Sint-Oedenrode,539000,312,123,2008,Bestaande bouw,"Eengezinswoning, geschakelde woning",Mansarde dak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,B,Aan rustige weg en in woonwijk,Achtertuin,2215
Ruychrocklaan 115,Den Haag,1195000,139,197,1930,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,8,6,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin,3895
Graafschap 26,Lelystad,425000,325,117,1998,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Lesseardak,5,4,2 woonlagen,2,0,0,0,A,Beschutte ligging en in woonwijk,Achtertuin en tuin,970
Elperstraat 6,Schoonloo,750000,2935,221,1928,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met overig en pannen,7,5,2 woonlagen,2,0,0,0,C,"In bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,170
Gedempte Haven 16,Grou,365000,240,146,1930,Bestaande bouw,"Herenhuis, halfvrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,9,4,"2 woonlagen, een zolder en een kelder",2,1,1,0,D,In centrum,tuin en zijtuin,5555
Nieuwstraat 78,Leidschendam,474000,229,118,1977,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,,Achtertuin en tuin,965
Evert van 't Landstraat 37,Apeldoorn,479500,120,122,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,195
Zuilenstraat 37 A,Breda,475000,304,118,1923,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,8,4,5 woonlagen,5,0,0,0,D,,Achtertuin,883
Paul Henri Spaakstraat 5,Herten,350000,181,115,2003,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,5,3,2 woonlagen,2,0,0,0,A,In woonwijk,Patio/atrium,337
Monnetstraat 10,Zevear,350000,228,114,1985,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin,2905
Ruischerwaard 63,Groningen,475000,282,124,1996,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,"Achtertuin, tuin en zijtuin",1315
Weegbree 34,Lelystad,389000,124,132,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4,3,2 woonlagen en een zolder,2,0,1,0,A,,Achtertuin,440
Plataanstraat 14,Tilburg,400000,106,105,1938,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,C,"Aan rustige weg, in bosrijke omgeving, in centrum en in woonwijk",Achtertuin en tuin,6335
Molenvaart 281,An Paulow,400000,1012,90,1958,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen,2,0,0,0,F,Aan rustige weg en aan water,"Achtertuin, tuin en zijtuin",
Friezengaarde 2,Alphen aan den Rijn,600000,234,170,1999,Bestaande bouw,"Herenhuis, geschakelde woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6,5,3 woonlagen,3,0,0,0,B,In woonwijk,"Achtertuin, tuin en zonneterras",1595
Willem van Velsenstraat 51,Heemskerk,410000,222,103,1963,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,D,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, tuin en zijtuin",1965
Horst 36 24,Lelystad,325000,204,101,1984,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,"Achtertuin, tuin en zijtuin",2285
Nijkerkerschans 28,Nieuwegein,399000,214,103,1981,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,"Achtertuin, tuin en zijtuin",3147
Wijnkers 33,Elst (GE),695000,372,187,2007,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7,5,3 woonlagen,3,0,0,0,A,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, tuin, zijtuin en zonneterras",260
Vuurvlinder 11,Enschede,625000,359,180,2002,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,4,3 woonlagen,3,0,0,0,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,201
Wethouder Nijhuisstraat 105,Enschede,315000,235,116,1935,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,D,Aan rustige weg en in woonwijk,Achtertuin en tuin,257
croftlaan 33,Heiloo,450000,162,122,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,6,5,3 woonlagen,3,0,0,0,B,In woonwijk,Achtertuin en tuin,214
Pagendijk 24,Borculo,296000,265,95,1926,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,G,Aan rustige weg en in centrum,Tuin rondom,900
De Brink 44,Heiloo,400000,143,126,1997,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,4,3 woonlagen,3,0,0,0,B,Beschutte ligging en in woonwijk,Achtertuin en tuin,2225
Rijsdammerweg 2 B,Sellingen,875000,7381,356,1963,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,9,6,"2 woonlagen, een vliering en een kelder",2,1,0,1,D,"Aan rustige weg, buiten bebouwde kom, in bosrijke omgeving en landelijk gelegen",Tuin rondom,315
van Driestenstraat 9,Rijnsburg,1049000,636,194,2007,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met metaal,5,4,2 woonlagen,2,0,0,0,A,"Aan rustige weg, aan vaarwater en in woonwijk","Achtertuin, tuin en zijtuin",2775
Ranonkel 26,Berkel-Enschot,569000,261,133,2012,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,
Brandenborchstraat 27,Almere,450000,176,132,1991,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,412
Krommehoekstraat 19,Beuningen (GE),559000,418,123,1989,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een vliering,2,0,0,1,A,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",655
Dokkumerdiep 10,Zaandam,389000,136,110,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen en een vliering,3,0,0,1,C,In woonwijk,Achtertuin en tuin,619
